timestamp,can_id,dlc,payload
1787467929.869733,123,8,FF FF FF FF FF FF FF FF
1787467929.872522,123,8,FF FF FF FF FF FF FF FF
1787467929.875415,123,8,FF FF FF FF FF FF FF FF
1787467929.877766,123,8,FF FF FF FF FF FF FF FF
1787467929.880610,123,8,FF FF FF FF FF FF FF FF
1787467929.882686,123,8,FF FF FF FF FF FF FF FF
1787467929.884394,123,8,FF FF FF FF FF FF FF FF
1787467929.886585,123,8,FF FF FF FF FF FF FF FF
1787467929.888815,123,8,FF FF FF FF FF FF FF FF
1787467929.891086,123,8,FF FF FF FF FF FF FF FF
1787467929.894152,123,8,FF FF FF FF FF FF FF FF
1787467929.896458,123,8,FF FF FF FF FF FF FF FF
1787467929.904087,123,8,FF FF FF FF FF FF FF FF
1787467929.908262,123,8,FF FF FF FF FF FF FF FF
1787467929.911829,123,8,FF FF FF FF FF FF FF FF
1787467929.915095,123,8,FF FF FF FF FF FF FF FF
1787467929.918552,123,8,FF FF FF FF FF FF FF FF
1787467929.922120,123,8,FF FF FF FF FF FF FF FF
1787467929.925148,123,8,FF FF FF FF FF FF FF FF
1787467929.928605,123,8,FF FF FF FF FF FF FF FF
1787467929.930576,123,8,FF FF FF FF FF FF FF FF
1787467929.933616,123,8,FF FF FF FF FF FF FF FF
1787467929.935149,123,8,FF FF FF FF FF FF FF FF
1787467929.939252,123,8,FF FF FF FF FF FF FF FF
1787467929.939380,123,8,FF FF FF FF FF FF FF FF
1787467929.941401,123,8,FF FF FF FF FF FF FF FF
1787467929.945025,123,8,FF FF FF FF FF FF FF FF
1787467929.946865,123,8,FF FF FF FF FF FF FF FF
1787467929.948785,123,8,FF FF FF FF FF FF FF FF
1787467929.950153,123,8,FF FF FF FF FF FF FF FF
1787467929.951854,123,8,FF FF FF FF FF FF FF FF
1787467929.953957,123,8,FF FF FF FF FF FF FF FF
1787467929.956297,123,8,FF FF FF FF FF FF FF FF
1787467929.958978,123,8,FF FF FF FF FF FF FF FF
1787467929.960860,123,8,FF FF FF FF FF FF FF FF
1787467929.963168,123,8,FF FF FF FF FF FF FF FF
1787467929.965275,123,8,FF FF FF FF FF FF FF FF
1787467929.966969,123,8,FF FF FF FF FF FF FF FF
1787467929.968616,123,8,FF FF FF FF FF FF FF FF
1787467929.970417,123,8,FF FF FF FF FF FF FF FF
1787467929.972250,123,8,FF FF FF FF FF FF FF FF
1787467929.974464,123,8,FF FF FF FF FF FF FF FF
1787467929.976740,123,8,FF FF FF FF FF FF FF FF
1787467929.979630,123,8,FF FF FF FF FF FF FF FF
1787467929.982532,123,8,FF FF FF FF FF FF FF FF
1787467929.983998,123,8,FF FF FF FF FF FF FF FF
1787467929.987242,123,8,FF FF FF FF FF FF FF FF
1787467929.990247,123,8,FF FF FF FF FF FF FF FF
1787467929.992926,123,8,FF FF FF FF FF FF FF FF
1787467929.995066,123,8,FF FF FF FF FF FF FF FF
1787467929.996521,123,8,FF FF FF FF FF FF FF FF
1787467929.998471,123,8,FF FF FF FF FF FF FF FF
1787467930.000215,123,8,FF FF FF FF FF FF FF FF
1787467930.002226,123,8,FF FF FF FF FF FF FF FF
1787467930.004216,123,8,FF FF FF FF FF FF FF FF
1787467930.008347,123,8,FF FF FF FF FF FF FF FF
1787467930.012885,123,8,FF FF FF FF FF FF FF FF
1787467930.015486,123,8,FF FF FF FF FF FF FF FF
1787467930.017545,123,8,FF FF FF FF FF FF FF FF
1787467930.020019,123,8,FF FF FF FF FF FF FF FF
1787467930.022132,123,8,FF FF FF FF FF FF FF FF
1787467930.023971,123,8,FF FF FF FF FF FF FF FF
1787467930.025827,123,8,FF FF FF FF FF FF FF FF
1787467930.027533,123,8,FF FF FF FF FF FF FF FF
1787467930.029229,123,8,FF FF FF FF FF FF FF FF
1787467930.030827,123,8,FF FF FF FF FF FF FF FF
1787467930.032523,123,8,FF FF FF FF FF FF FF FF
1787467930.039659,123,8,FF FF FF FF FF FF FF FF
1787467930.042403,123,8,FF FF FF FF FF FF FF FF
1787467930.044440,123,8,FF FF FF FF FF FF FF FF
1787467930.046959,123,8,FF FF FF FF FF FF FF FF
1787467930.049683,123,8,FF FF FF FF FF FF FF FF
1787467930.051987,123,8,FF FF FF FF FF FF FF FF
1787467930.055418,123,8,FF FF FF FF FF FF FF FF
1787467930.058858,123,8,FF FF FF FF FF FF FF FF
1787467930.062977,123,8,FF FF FF FF FF FF FF FF
1787467930.066714,123,8,FF FF FF FF FF FF FF FF
1787467930.069933,123,8,FF FF FF FF FF FF FF FF
1787467930.076247,123,8,FF FF FF FF FF FF FF FF
1787467930.080528,123,8,FF FF FF FF FF FF FF FF
1787467930.085246,123,8,FF FF FF FF FF FF FF FF
1787467930.090631,123,8,FF FF FF FF FF FF FF FF
1787467930.092858,123,8,FF FF FF FF FF FF FF FF
1787467930.095125,123,8,FF FF FF FF FF FF FF FF
1787467930.097269,123,8,FF FF FF FF FF FF FF FF
1787467930.099339,123,8,FF FF FF FF FF FF FF FF
1787467930.101171,123,8,FF FF FF FF FF FF FF FF
1787467930.103699,123,8,FF FF FF FF FF FF FF FF
1787467930.105674,123,8,FF FF FF FF FF FF FF FF
1787467930.107812,123,8,FF FF FF FF FF FF FF FF
1787467930.110199,123,8,FF FF FF FF FF FF FF FF
1787467930.111897,123,8,FF FF FF FF FF FF FF FF
1787467930.113800,123,8,FF FF FF FF FF FF FF FF
1787467930.115792,123,8,FF FF FF FF FF FF FF FF
1787467930.117755,123,8,FF FF FF FF FF FF FF FF
1787467930.119597,123,8,FF FF FF FF FF FF FF FF
1787467930.121402,123,8,FF FF FF FF FF FF FF FF
1787467930.124574,123,8,FF FF FF FF FF FF FF FF
1787467930.126886,123,8,FF FF FF FF FF FF FF FF
1787467930.130996,123,8,FF FF FF FF FF FF FF FF
1787467930.132904,123,8,FF FF FF FF FF FF FF FF
1787467930.135137,123,8,FF FF FF FF FF FF FF FF
1787467930.138475,123,8,FF FF FF FF FF FF FF FF
1787467930.140785,123,8,FF FF FF FF FF FF FF FF
1787467930.142896,123,8,FF FF FF FF FF FF FF FF
1787467930.145524,123,8,FF FF FF FF FF FF FF FF
1787467930.147364,123,8,FF FF FF FF FF FF FF FF
1787467930.149062,123,8,FF FF FF FF FF FF FF FF
1787467930.150807,123,8,FF FF FF FF FF FF FF FF
1787467930.152443,123,8,FF FF FF FF FF FF FF FF
1787467930.154182,123,8,FF FF FF FF FF FF FF FF
1787467930.155758,123,8,FF FF FF FF FF FF FF FF
1787467930.158293,123,8,FF FF FF FF FF FF FF FF
1787467930.160190,123,8,FF FF FF FF FF FF FF FF
1787467930.162411,123,8,FF FF FF FF FF FF FF FF
1787467930.163827,123,8,FF FF FF FF FF FF FF FF
1787467930.165319,123,8,FF FF FF FF FF FF FF FF
1787467930.166877,123,8,FF FF FF FF FF FF FF FF
1787467930.168865,123,8,FF FF FF FF FF FF FF FF
1787467930.171418,123,8,FF FF FF FF FF FF FF FF
1787467930.178146,123,8,FF FF FF FF FF FF FF FF
1787467930.178180,123,8,FF FF FF FF FF FF FF FF
1787467930.178657,123,8,FF FF FF FF FF FF FF FF
1787467930.181255,123,8,FF FF FF FF FF FF FF FF
1787467930.184040,123,8,FF FF FF FF FF FF FF FF
1787467930.186550,123,8,FF FF FF FF FF FF FF FF
1787467930.189333,123,8,FF FF FF FF FF FF FF FF
1787467930.192177,123,8,FF FF FF FF FF FF FF FF
1787467930.195453,123,8,FF FF FF FF FF FF FF FF
1787467930.198505,123,8,FF FF FF FF FF FF FF FF
1787467930.201642,123,8,FF FF FF FF FF FF FF FF
1787467930.204629,123,8,FF FF FF FF FF FF FF FF
1787467930.208820,123,8,FF FF FF FF FF FF FF FF
1787467930.212304,123,8,FF FF FF FF FF FF FF FF
1787467930.216000,123,8,FF FF FF FF FF FF FF FF
1787467930.219730,123,8,FF FF FF FF FF FF FF FF
1787467930.224954,123,8,FF FF FF FF FF FF FF FF
1787467930.228196,123,8,FF FF FF FF FF FF FF FF
1787467930.230675,123,8,FF FF FF FF FF FF FF FF
1787467930.232822,123,8,FF FF FF FF FF FF FF FF
1787467930.234737,123,8,FF FF FF FF FF FF FF FF
1787467930.236598,123,8,FF FF FF FF FF FF FF FF
1787467930.238531,123,8,FF FF FF FF FF FF FF FF
1787467930.241049,123,8,FF FF FF FF FF FF FF FF
1787467930.242990,123,8,FF FF FF FF FF FF FF FF
1787467930.245402,123,8,FF FF FF FF FF FF FF FF
1787467930.247347,123,8,FF FF FF FF FF FF FF FF
1787467930.250181,123,8,FF FF FF FF FF FF FF FF
1787467930.252306,123,8,FF FF FF FF FF FF FF FF
1787467930.254314,123,8,FF FF FF FF FF FF FF FF
1787467930.257634,123,8,FF FF FF FF FF FF FF FF
1787467930.259421,123,8,FF FF FF FF FF FF FF FF
1787467930.261483,123,8,FF FF FF FF FF FF FF FF
1787467930.263913,123,8,FF FF FF FF FF FF FF FF
1787467930.266116,123,8,FF FF FF FF FF FF FF FF
1787467930.268187,123,8,FF FF FF FF FF FF FF FF
1787467930.270645,123,8,FF FF FF FF FF FF FF FF
1787467930.274311,123,8,FF FF FF FF FF FF FF FF
1787467930.276246,123,8,FF FF FF FF FF FF FF FF
1787467930.278446,123,8,FF FF FF FF FF FF FF FF
1787467930.280268,123,8,FF FF FF FF FF FF FF FF
1787467930.282201,123,8,FF FF FF FF FF FF FF FF
1787467930.284467,123,8,FF FF FF FF FF FF FF FF
1787467930.291836,123,8,FF FF FF FF FF FF FF FF
1787467930.298866,123,8,FF FF FF FF FF FF FF FF
1787467930.298928,123,8,FF FF FF FF FF FF FF FF
1787467930.298934,123,8,FF FF FF FF FF FF FF FF
1787467930.300657,123,8,FF FF FF FF FF FF FF FF
1787467930.304108,123,8,FF FF FF FF FF FF FF FF
1787467930.304147,123,8,FF FF FF FF FF FF FF FF
1787467930.307870,123,8,FF FF FF FF FF FF FF FF
1787467930.309028,123,8,FF FF FF FF FF FF FF FF
1787467930.311016,123,8,FF FF FF FF FF FF FF FF
1787467930.313920,123,8,FF FF FF FF FF FF FF FF
1787467930.314837,123,8,FF FF FF FF FF FF FF FF
1787467930.317828,123,8,FF FF FF FF FF FF FF FF
1787467930.319545,123,8,FF FF FF FF FF FF FF FF
1787467930.323761,123,8,FF FF FF FF FF FF FF FF
1787467930.323810,123,8,FF FF FF FF FF FF FF FF
1787467930.325928,123,8,FF FF FF FF FF FF FF FF
1787467930.328366,123,8,FF FF FF FF FF FF FF FF
1787467930.331219,123,8,FF FF FF FF FF FF FF FF
1787467930.333858,123,8,FF FF FF FF FF FF FF FF
1787467930.336423,123,8,FF FF FF FF FF FF FF FF
1787467930.339799,123,8,FF FF FF FF FF FF FF FF
1787467930.344091,123,8,FF FF FF FF FF FF FF FF
1787467930.347600,123,8,FF FF FF FF FF FF FF FF
1787467930.351104,123,8,FF FF FF FF FF FF FF FF
1787467930.353963,123,8,FF FF FF FF FF FF FF FF
1787467930.356165,123,8,FF FF FF FF FF FF FF FF
1787467930.358542,123,8,FF FF FF FF FF FF FF FF
1787467930.360422,123,8,FF FF FF FF FF FF FF FF
1787467930.362666,123,8,FF FF FF FF FF FF FF FF
1787467930.368161,123,8,FF FF FF FF FF FF FF FF
1787467930.370546,123,8,FF FF FF FF FF FF FF FF
1787467930.373758,123,8,FF FF FF FF FF FF FF FF
1787467930.380244,123,8,FF FF FF FF FF FF FF FF
1787467930.382336,123,8,FF FF FF FF FF FF FF FF
1787467930.384103,123,8,FF FF FF FF FF FF FF FF
1787467930.385854,123,8,FF FF FF FF FF FF FF FF
1787467930.387849,123,8,FF FF FF FF FF FF FF FF
1787467930.390924,123,8,FF FF FF FF FF FF FF FF
1787467930.394869,123,8,FF FF FF FF FF FF FF FF
1787467930.397390,123,8,FF FF FF FF FF FF FF FF
1787467930.399791,123,8,FF FF FF FF FF FF FF FF
1787467930.401926,123,8,FF FF FF FF FF FF FF FF
1787467930.403752,123,8,FF FF FF FF FF FF FF FF
1787467930.406190,123,8,FF FF FF FF FF FF FF FF
1787467930.408152,123,8,FF FF FF FF FF FF FF FF
1787467930.410544,123,8,FF FF FF FF FF FF FF FF
1787467930.415354,123,8,FF FF FF FF FF FF FF FF
1787467930.417695,123,8,FF FF FF FF FF FF FF FF
1787467930.420949,123,8,FF FF FF FF FF FF FF FF
1787467930.424444,123,8,FF FF FF FF FF FF FF FF
1787467930.427471,123,8,FF FF FF FF FF FF FF FF
1787467930.430694,123,8,FF FF FF FF FF FF FF FF
1787467930.433563,123,8,FF FF FF FF FF FF FF FF
1787467930.435755,123,8,FF FF FF FF FF FF FF FF
1787467930.438244,123,8,FF FF FF FF FF FF FF FF
1787467930.440423,123,8,FF FF FF FF FF FF FF FF
1787467930.443837,123,8,FF FF FF FF FF FF FF FF
1787467930.447082,123,8,FF FF FF FF FF FF FF FF
1787467930.450412,123,8,FF FF FF FF FF FF FF FF
1787467930.453664,123,8,FF FF FF FF FF FF FF FF
1787467930.458417,123,8,FF FF FF FF FF FF FF FF
1787467930.464434,123,8,FF FF FF FF FF FF FF FF
1787467930.467180,123,8,FF FF FF FF FF FF FF FF
1787467930.470282,123,8,FF FF FF FF FF FF FF FF
1787467930.473100,123,8,FF FF FF FF FF FF FF FF
1787467930.475121,123,8,FF FF FF FF FF FF FF FF
1787467930.476884,123,8,FF FF FF FF FF FF FF FF
1787467930.478751,123,8,FF FF FF FF FF FF FF FF
1787467930.480497,123,8,FF FF FF FF FF FF FF FF
1787467930.482487,123,8,FF FF FF FF FF FF FF FF
1787467930.484170,123,8,FF FF FF FF FF FF FF FF
1787467930.486315,123,8,FF FF FF FF FF FF FF FF
1787467930.488108,123,8,FF FF FF FF FF FF FF FF
1787467930.490095,123,8,FF FF FF FF FF FF FF FF
1787467930.492203,123,8,FF FF FF FF FF FF FF FF
1787467930.494258,123,8,FF FF FF FF FF FF FF FF
1787467930.496277,123,8,FF FF FF FF FF FF FF FF
1787467930.498729,123,8,FF FF FF FF FF FF FF FF
1787467930.501570,123,8,FF FF FF FF FF FF FF FF
1787467930.505803,123,8,FF FF FF FF FF FF FF FF
1787467930.508206,123,8,FF FF FF FF FF FF FF FF
1787467930.512295,123,8,FF FF FF FF FF FF FF FF
1787467930.514416,123,8,FF FF FF FF FF FF FF FF
1787467930.519322,123,8,FF FF FF FF FF FF FF FF
1787467930.523287,123,8,FF FF FF FF FF FF FF FF
1787467930.526299,123,8,FF FF FF FF FF FF FF FF
1787467930.529269,123,8,FF FF FF FF FF FF FF FF
1787467930.531657,123,8,FF FF FF FF FF FF FF FF
1787467930.534101,123,8,FF FF FF FF FF FF FF FF
1787467930.536953,123,8,FF FF FF FF FF FF FF FF
1787467930.541100,123,8,FF FF FF FF FF FF FF FF
1787467930.544193,123,8,FF FF FF FF FF FF FF FF
1787467930.547463,123,8,FF FF FF FF FF FF FF FF
1787467930.550673,123,8,FF FF FF FF FF FF FF FF
1787467930.554835,123,8,FF FF FF FF FF FF FF FF
1787467930.558925,123,8,FF FF FF FF FF FF FF FF
1787467930.562644,123,8,FF FF FF FF FF FF FF FF
1787467930.567481,123,8,FF FF FF FF FF FF FF FF
1787467930.574330,123,8,FF FF FF FF FF FF FF FF
1787467930.577326,123,8,FF FF FF FF FF FF FF FF
1787467930.581091,123,8,FF FF FF FF FF FF FF FF
1787467930.584727,123,8,FF FF FF FF FF FF FF FF
1787467930.588003,123,8,FF FF FF FF FF FF FF FF
1787467930.592296,123,8,FF FF FF FF FF FF FF FF
1787467930.594172,123,8,FF FF FF FF FF FF FF FF
1787467930.595728,123,8,FF FF FF FF FF FF FF FF
1787467930.597561,123,8,FF FF FF FF FF FF FF FF
1787467930.600750,123,8,FF FF FF FF FF FF FF FF
1787467930.603126,123,8,FF FF FF FF FF FF FF FF
1787467930.606056,123,8,FF FF FF FF FF FF FF FF
1787467930.608615,123,8,FF FF FF FF FF FF FF FF
1787467930.611196,123,8,FF FF FF FF FF FF FF FF
1787467930.613437,123,8,FF FF FF FF FF FF FF FF
1787467930.615202,123,8,FF FF FF FF FF FF FF FF
1787467930.617089,123,8,FF FF FF FF FF FF FF FF
1787467930.618894,123,8,FF FF FF FF FF FF FF FF
1787467930.620527,123,8,FF FF FF FF FF FF FF FF
1787467930.622470,123,8,FF FF FF FF FF FF FF FF
1787467930.624588,123,8,FF FF FF FF FF FF FF FF
1787467930.626685,123,8,FF FF FF FF FF FF FF FF
1787467930.628361,123,8,FF FF FF FF FF FF FF FF
1787467930.630327,123,8,FF FF FF FF FF FF FF FF
1787467930.632351,123,8,FF FF FF FF FF FF FF FF
1787467930.634186,123,8,FF FF FF FF FF FF FF FF
1787467930.636261,123,8,FF FF FF FF FF FF FF FF
1787467930.638422,123,8,FF FF FF FF FF FF FF FF
1787467930.640493,123,8,FF FF FF FF FF FF FF FF
1787467930.642504,123,8,FF FF FF FF FF FF FF FF
1787467930.644826,123,8,FF FF FF FF FF FF FF FF
1787467930.647584,123,8,FF FF FF FF FF FF FF FF
1787467930.649675,123,8,FF FF FF FF FF FF FF FF
1787467930.651832,123,8,FF FF FF FF FF FF FF FF
1787467930.654719,123,8,FF FF FF FF FF FF FF FF
1787467930.657012,123,8,FF FF FF FF FF FF FF FF
1787467930.658987,123,8,FF FF FF FF FF FF FF FF
1787467930.660841,123,8,FF FF FF FF FF FF FF FF
1787467930.662960,123,8,FF FF FF FF FF FF FF FF
1787467930.664831,123,8,FF FF FF FF FF FF FF FF
1787467930.666937,123,8,FF FF FF FF FF FF FF FF
1787467930.668972,123,8,FF FF FF FF FF FF FF FF
1787467930.671535,123,8,FF FF FF FF FF FF FF FF
1787467930.674248,123,8,FF FF FF FF FF FF FF FF
1787467930.676846,123,8,FF FF FF FF FF FF FF FF
1787467930.680157,123,8,FF FF FF FF FF FF FF FF
1787467930.687490,123,8,FF FF FF FF FF FF FF FF
1787467930.690764,123,8,FF FF FF FF FF FF FF FF
1787467930.696393,123,8,FF FF FF FF FF FF FF FF
1787467930.704261,123,8,FF FF FF FF FF FF FF FF
1787467930.707145,123,8,FF FF FF FF FF FF FF FF
1787467930.711685,123,8,FF FF FF FF FF FF FF FF
1787467930.715034,123,8,FF FF FF FF FF FF FF FF
1787467930.717872,123,8,FF FF FF FF FF FF FF FF
1787467930.719959,123,8,FF FF FF FF FF FF FF FF
1787467930.722743,123,8,FF FF FF FF FF FF FF FF
1787467930.724752,123,8,FF FF FF FF FF FF FF FF
1787467930.726397,123,8,FF FF FF FF FF FF FF FF
1787467930.728109,123,8,FF FF FF FF FF FF FF FF
1787467930.730632,123,8,FF FF FF FF FF FF FF FF
1787467930.732464,123,8,FF FF FF FF FF FF FF FF
1787467930.734332,123,8,FF FF FF FF FF FF FF FF
1787467930.736030,123,8,FF FF FF FF FF FF FF FF
1787467930.737845,123,8,FF FF FF FF FF FF FF FF
1787467930.741123,123,8,FF FF FF FF FF FF FF FF
1787467930.743339,123,8,FF FF FF FF FF FF FF FF
1787467930.746072,123,8,FF FF FF FF FF FF FF FF
1787467930.748679,123,8,FF FF FF FF FF FF FF FF
1787467930.751332,123,8,FF FF FF FF FF FF FF FF
1787467930.753336,123,8,FF FF FF FF FF FF FF FF
1787467930.755433,123,8,FF FF FF FF FF FF FF FF
1787467930.757360,123,8,FF FF FF FF FF FF FF FF
1787467930.758822,123,8,FF FF FF FF FF FF FF FF
1787467930.760510,123,8,FF FF FF FF FF FF FF FF
1787467930.762316,123,8,FF FF FF FF FF FF FF FF
1787467930.764658,123,8,FF FF FF FF FF FF FF FF
1787467930.766380,123,8,FF FF FF FF FF FF FF FF
1787467930.767988,123,8,FF FF FF FF FF FF FF FF
1787467930.769677,123,8,FF FF FF FF FF FF FF FF
1787467930.772282,123,8,FF FF FF FF FF FF FF FF
1787467930.774437,123,8,FF FF FF FF FF FF FF FF
1787467930.776283,123,8,FF FF FF FF FF FF FF FF
1787467930.778373,123,8,FF FF FF FF FF FF FF FF
1787467930.780346,123,8,FF FF FF FF FF FF FF FF
1787467930.782233,123,8,FF FF FF FF FF FF FF FF
1787467930.783943,123,8,FF FF FF FF FF FF FF FF
1787467930.787042,123,8,FF FF FF FF FF FF FF FF
1787467930.788760,123,8,FF FF FF FF FF FF FF FF
1787467930.791412,123,8,FF FF FF FF FF FF FF FF
1787467930.793258,123,8,FF FF FF FF FF FF FF FF
1787467930.795379,123,8,FF FF FF FF FF FF FF FF
1787467930.798285,123,8,FF FF FF FF FF FF FF FF
1787467930.800480,123,8,FF FF FF FF FF FF FF FF
1787467930.803130,123,8,FF FF FF FF FF FF FF FF
1787467930.806219,123,8,FF FF FF FF FF FF FF FF
1787467930.810334,123,8,FF FF FF FF FF FF FF FF
1787467930.813468,123,8,FF FF FF FF FF FF FF FF
1787467930.816380,123,8,FF FF FF FF FF FF FF FF
1787467930.819771,123,8,FF FF FF FF FF FF FF FF
1787467930.823325,123,8,FF FF FF FF FF FF FF FF
1787467930.826773,123,8,FF FF FF FF FF FF FF FF
1787467930.830142,123,8,FF FF FF FF FF FF FF FF
1787467930.833267,123,8,FF FF FF FF FF FF FF FF
1787467930.835657,123,8,FF FF FF FF FF FF FF FF
1787467930.838404,123,8,FF FF FF FF FF FF FF FF
1787467930.840239,123,8,FF FF FF FF FF FF FF FF
1787467930.844485,123,8,FF FF FF FF FF FF FF FF
1787467930.847307,123,8,FF FF FF FF FF FF FF FF
1787467930.849877,123,8,FF FF FF FF FF FF FF FF
1787467930.851868,123,8,FF FF FF FF FF FF FF FF
1787467930.854326,123,8,FF FF FF FF FF FF FF FF
1787467930.856748,123,8,FF FF FF FF FF FF FF FF
1787467930.858682,123,8,FF FF FF FF FF FF FF FF
1787467930.860372,123,8,FF FF FF FF FF FF FF FF
1787467930.862703,123,8,FF FF FF FF FF FF FF FF
1787467930.864388,123,8,FF FF FF FF FF FF FF FF
1787467930.866179,123,8,FF FF FF FF FF FF FF FF
1787467930.868028,123,8,FF FF FF FF FF FF FF FF
1787467930.869886,123,8,FF FF FF FF FF FF FF FF
1787467930.871495,123,8,FF FF FF FF FF FF FF FF
1787467930.873576,123,8,FF FF FF FF FF FF FF FF
1787467930.875842,123,8,FF FF FF FF FF FF FF FF
1787467930.879371,123,8,FF FF FF FF FF FF FF FF
1787467930.881763,123,8,FF FF FF FF FF FF FF FF
1787467930.883748,123,8,FF FF FF FF FF FF FF FF
1787467930.886497,123,8,FF FF FF FF FF FF FF FF
1787467930.890025,123,8,FF FF FF FF FF FF FF FF
1787467930.893834,123,8,FF FF FF FF FF FF FF FF
1787467930.895960,123,8,FF FF FF FF FF FF FF FF
1787467930.897830,123,8,FF FF FF FF FF FF FF FF
1787467930.899465,123,8,FF FF FF FF FF FF FF FF
1787467930.901208,123,8,FF FF FF FF FF FF FF FF
1787467930.902872,123,8,FF FF FF FF FF FF FF FF
1787467930.905412,123,8,FF FF FF FF FF FF FF FF
1787467930.907429,123,8,FF FF FF FF FF FF FF FF
1787467930.909296,123,8,FF FF FF FF FF FF FF FF
1787467930.911435,123,8,FF FF FF FF FF FF FF FF
1787467930.913222,123,8,FF FF FF FF FF FF FF FF
1787467930.914897,123,8,FF FF FF FF FF FF FF FF
1787467930.917186,123,8,FF FF FF FF FF FF FF FF
1787467930.919326,123,8,FF FF FF FF FF FF FF FF
1787467930.922163,123,8,FF FF FF FF FF FF FF FF
1787467930.927454,123,8,FF FF FF FF FF FF FF FF
1787467930.936238,123,8,FF FF FF FF FF FF FF FF
1787467930.938501,123,8,FF FF FF FF FF FF FF FF
1787467930.942195,123,8,FF FF FF FF FF FF FF FF
1787467930.944937,123,8,FF FF FF FF FF FF FF FF
1787467930.947770,123,8,FF FF FF FF FF FF FF FF
1787467930.950879,123,8,FF FF FF FF FF FF FF FF
1787467930.953974,123,8,FF FF FF FF FF FF FF FF
1787467930.956403,123,8,FF FF FF FF FF FF FF FF
1787467930.958738,123,8,FF FF FF FF FF FF FF FF
1787467930.961090,123,8,FF FF FF FF FF FF FF FF
1787467930.964777,123,8,FF FF FF FF FF FF FF FF
1787467930.966916,123,8,FF FF FF FF FF FF FF FF
1787467930.968679,123,8,FF FF FF FF FF FF FF FF
1787467930.970487,123,8,FF FF FF FF FF FF FF FF
1787467930.972271,123,8,FF FF FF FF FF FF FF FF
1787467930.974601,123,8,FF FF FF FF FF FF FF FF
1787467930.976444,123,8,FF FF FF FF FF FF FF FF
1787467930.977999,123,8,FF FF FF FF FF FF FF FF
1787467930.980481,123,8,FF FF FF FF FF FF FF FF
1787467930.982475,123,8,FF FF FF FF FF FF FF FF
1787467930.990705,123,8,FF FF FF FF FF FF FF FF
1787467930.992628,123,8,FF FF FF FF FF FF FF FF
1787467930.995159,123,8,FF FF FF FF FF FF FF FF
1787467930.996817,123,8,FF FF FF FF FF FF FF FF
1787467930.998443,123,8,FF FF FF FF FF FF FF FF
1787467931.000043,123,8,FF FF FF FF FF FF FF FF
1787467931.002366,123,8,FF FF FF FF FF FF FF FF
1787467931.004135,123,8,FF FF FF FF FF FF FF FF
1787467931.006218,123,8,FF FF FF FF FF FF FF FF
1787467931.008051,123,8,FF FF FF FF FF FF FF FF
1787467931.010053,123,8,FF FF FF FF FF FF FF FF
1787467931.011930,123,8,FF FF FF FF FF FF FF FF
1787467931.013759,123,8,FF FF FF FF FF FF FF FF
1787467931.016353,123,8,FF FF FF FF FF FF FF FF
1787467931.018471,123,8,FF FF FF FF FF FF FF FF
1787467931.020367,123,8,FF FF FF FF FF FF FF FF
1787467931.023006,123,8,FF FF FF FF FF FF FF FF
1787467931.025036,123,8,FF FF FF FF FF FF FF FF
1787467931.027060,123,8,FF FF FF FF FF FF FF FF
1787467931.029970,123,8,FF FF FF FF FF FF FF FF
1787467931.032413,123,8,FF FF FF FF FF FF FF FF
1787467931.036309,123,8,FF FF FF FF FF FF FF FF
1787467931.039139,123,8,FF FF FF FF FF FF FF FF
1787467931.040736,123,8,FF FF FF FF FF FF FF FF
1787467931.043694,123,8,FF FF FF FF FF FF FF FF
1787467931.046693,123,8,FF FF FF FF FF FF FF FF
1787467931.049560,123,8,FF FF FF FF FF FF FF FF
1787467931.052939,123,8,FF FF FF FF FF FF FF FF
1787467931.056355,123,8,FF FF FF FF FF FF FF FF
1787467931.059415,123,8,FF FF FF FF FF FF FF FF
1787467931.062364,123,8,FF FF FF FF FF FF FF FF
1787467931.064947,123,8,FF FF FF FF FF FF FF FF
1787467931.067828,123,8,FF FF FF FF FF FF FF FF
1787467931.072339,123,8,FF FF FF FF FF FF FF FF
1787467931.075269,123,8,FF FF FF FF FF FF FF FF
1787467931.080703,123,8,FF FF FF FF FF FF FF FF
1787467931.081599,123,8,FF FF FF FF FF FF FF FF
1787467931.083235,123,8,FF FF FF FF FF FF FF FF
1787467931.085636,123,8,FF FF FF FF FF FF FF FF
1787467931.087244,123,8,FF FF FF FF FF FF FF FF
1787467931.089296,123,8,FF FF FF FF FF FF FF FF
1787467931.091461,123,8,FF FF FF FF FF FF FF FF
1787467931.093484,123,8,FF FF FF FF FF FF FF FF
1787467931.095100,123,8,FF FF FF FF FF FF FF FF
1787467931.096715,123,8,FF FF FF FF FF FF FF FF
1787467931.099377,123,8,FF FF FF FF FF FF FF FF
1787467931.101009,123,8,FF FF FF FF FF FF FF FF
1787467931.102810,123,8,FF FF FF FF FF FF FF FF
1787467931.104415,123,8,FF FF FF FF FF FF FF FF
1787467931.107206,123,8,FF FF FF FF FF FF FF FF
1787467931.108861,123,8,FF FF FF FF FF FF FF FF
1787467931.110544,123,8,FF FF FF FF FF FF FF FF
1787467931.112763,123,8,FF FF FF FF FF FF FF FF
1787467931.114729,123,8,FF FF FF FF FF FF FF FF
1787467931.117285,123,8,FF FF FF FF FF FF FF FF
1787467931.119614,123,8,FF FF FF FF FF FF FF FF
1787467931.121845,123,8,FF FF FF FF FF FF FF FF
